Mineral,Category,Group,Formula,IMA status,Crystal system,Crystal class,Space group,Color,Crystal habit,Twinning,Cleavage,Fracture,Mohs scale,Luster,Streak,Diaphaneity,Specific gravity,Optical properties,Refractive index,Birefringence,Paleochroism,Melting point,Solubility,Common impurities,Other characteristics
Seamanite,Borate minerals,Pbnm,372.64 g/mol[3],Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m)[4],Unknown,"yellow, yellow-brown, pink[1]",acicular[3],Unknown,distinct on {001}[4],brittle[3],4[1],vitreous[3],white[3],transparent[4],3.08[1],Unknown,"nα= 1.640,nβ= 1.663,nγ= 1.665[5]",δ = 0.025[1],Unknown,Unknown,"in cold, dilute acids[1]",Unknown,Unknown
Searlesite,Phyllosilicateminerals,P21,NaBSi2O5(OH)2,Unknown,Monoclinic,Sphenoidal (2)(sameH-M symbol),Unknown,"White, light brown",Unknown,Unknown,Unknown,Unknown,1–2,Vitreous,Unknown,Unknown,Unknown,Biaxial (−),nα= 1.516 nβ= 1.531 nγ= 1.535,δ = 0.019,Unknown,Unknown,Unknown,Unknown,Unknown
Seeligerite,Iodate minerals,C2221,Pb3Cl3(IO3)O,Unknown,Orthorhombic,Disphenoidal (222)H-M symbol: (2 2 2),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Segelerite,Phosphate minerals,Unknown,Ca2 Mg2 Fe3+2(PO4)4(OH)2 · 8H2O,Unknown,Orthorhombic,Unknown,Unknown,"Green,chartreuse, colorless, pale yellow",Unknown,Unknown,Perfect,Unknown,Unknown,Vitreous,White,Unknown,2.67,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Seifertite,Tectosilicateminerals,Quartzgroup,60.08 g/mol,Unknown,Orthorhombic(Pbcn),Dipyramidal (mmm)H–M symbol: (2/m 2/m 2/m),Unknown,Unknown,Microscopic crystals,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.294,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sekaninaite,Cyclosilicate,Cccm,"(Fe+2,Mg)2Al4Si5O18",Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Blue to blue-violet,As poorly developed crystals,Commonly twinned on {110} and {310},"{100}, imperfect; parting on {001}",Unknown,7 – 7.5,Vitreous,Unknown,Transparent to translucent,2.76 – 2.77,Biaxial (−),nα= 1.561 nβ= 1.572 nγ= 1.576,δ = 0.015,Unknown,Unknown,Unknown,Unknown,Unknown
Selenium,Unknown,group 16 (chalcogens),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"494K​(220.85 °C, ​429.53 °F)",Unknown,Unknown,Unknown
Seligmannite,Sulfide minerals,Pmmn,441.87 g/mol,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Lead gray to black,Massivetocrystalline,On {110} very common,"Indistinct on the {001}, {100}, and {010}",Conchoidal,3,Metallic,Black to chocolate brown,Unknown,Unknown,Anisotropic,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sellaite,Halide mineral,P42/mnm,MgF2,Unknown,Tetragonal,Ditetragonal dipyramidal (4/mmm)H-M symbol: (4/m 2/m 2/m),Unknown,Colorless to white,"Prismatic crystals; fibrous, radial, spherulitic",On {011},Perfect on {010} and {110},Conchoidal,5–5.5,Vitreous,Unknown,Transparent,3.15,Uniaxial (+),nω= 1.378nε= 1.390,δ = 0.012,Unknown,Unknown,Unknown,Unknown,Unknown
Semseyite,Sulfosalt mineral,C2/c,Pb9Sb8S21,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Dark gray to black,"Tabular, elongated prismatic crystals, commonly twisted; rosettelike groups",Unknown,Perfect on {112},Unknown,2.5,Metallic,Unknown,opaque,6.15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Senarmontite,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sengierite,Oxide and Hydroxide,Monoclinic 2/m,Cu2(OH)2[UO2|VO4]2·6H2O,Unknown,Monoclinic,Unknown,Unknown,"Olive-green, yellowish green","Flattened thin plates, coatings",Unknown,Perfect on {001},Unknown,2.5,"Adamantine, vitreous",Light green,Transparent,4.05,Unknown,nα = 1.760 – 1.770 nβ = 1.920 – 1.940 nγ = 1.940 – 1.970,Unknown,"X: Bluish green,Y: Olive-green,Z: Yellowish green to colorless",Unknown,Unknown,Unknown,Radioactive
Sepiolite,Phyllosilicateminerals,Pnna,Mg4Si6O15(OH)2·6H2O,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Grayish white, white, white with a yellowish or reddish tinge; bluish green","Compact nodular, earthy, clayey, massive; rarely fine fibrous along [001]",Unknown,Unknown,Unknown,2,"Dull, earthy",White,Opaque,2; dry porous masses float on water,Biaxial (-),nα= 1.520 nβ= 1.520 nγ= 1.530,δ = 0.010,Unknown,Unknown,Unknown,Unknown,Unknown
Serandite,Inosilicates,P1,"Na(Mn2+,Ca)2Si3O8(OH)",Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,Unknown,Unknown,"Around [010] composition plane {100}, less commonly contact twin on {110}",Perfect on {001} and {100},"Irregular, uneven",5 to 5.5,Vitreous to greasy; fibrous aggregates are dull to silky[2],White,"Transparent, Translucent",Unknown,Biaxial (+),nα= 1.668nβ= 1.671nγ= 1.703,δ = 0.035,Unknown,Unknown,Unknown,Unknown,Unknown
Serendibite,Inosilicates,P1,"(Ca,Na)2(Mg,Fe2+)3(Al,Fe3+)3[O2|(Si,Al,B)6O18]",Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,"pale yellow, blue-green, greyish blue, black",Unknown,Polysynthetic on {0–11} is common,None observed,"Uncommon,conchoidal",6.5 – 7,Vitreous,White,"Transparent, Translucent,Opaque",3.42 – 3.52 (measured) 3.47 (calculated),Biaxial (+),1.701 – 1.706,Unknown,"Visible,strong, color: green, blue, yellow, light blue, bluegreen, light yellow",Unknown,Unknown,Unknown,Unknown
Serpentine group,Phyllosilicateminerals,Kaolinite-Serpentinegroup,"X3Si2O5(OH)4,with X = Mg2+, Fe2+, Ni2+, Mn2+, Zn2+",Unknown,Monoclinic,Unknown,Unknown,"Green, yellowish-green, blueish-gray (antigorite)Green, brown, light yellow to white (lizardite)Greyish green to white (chrysotile)",Unknown,Unknown,Almost perfect,Unknown,2.5–6 (original) 3.5–4.0 (antigorite)2.5 (lizardite)2.5–3.0 (chrysotile),"Vitreous, silky, greasy, waxy","White, greenish-white",Unknown,2.2–2.9,Biaxial (–),1.538–1.57 (Tolerance:0.004/–0.07),0.005–0.012,Unknown,Unknown,Unknown,Unknown,Unknown
Serpierite,Sulfate mineral,B2/b,644.32 g/mol,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Crusts and tufted aggregates of tiny lathlike crystals,Unknown,Perfect on {001},Splintery,Unknown,Unknown,"White, pale blue or greenish white",Transparent,3.07,Biaxial (−),"nα= 1.58, nβ= 1.64, nγ= 1.65","0.065,[2]0.0640[3]",X = pale green; Y = bluish green; Z = bluish green,Unknown,Soluble in acids,Unknown,Serpierite is not radioactive
Sewardite,Arsenate minerals,Cccm,464.68 g/mol,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Dark red, lighter red orange","Platy aggregates, anhedral grains",Unknown,{100} and {011} imperfect,Splintery – thin elongated fractures,3.5,Vitreous (glassy),Reddish brown,Translucent,4.16,Weak Anistropic,1.94 calculated,Weak,None,Unknown,Unknown,Unknown,Unknown
Shandite,Sulfide mineral,R3m,654.60 g/mol,Unknown,Trigonal,Hexagonal scalenohedral (3m)H-M symbol(32/m),Unknown,"Brass yellow, cream-white in polished section",Generally found as an inclusion,Unknown,{1011} Perfect,Unknown,4,Metallic,Unknown,Opaque,8.72,Unknown,Unknown,"Strong, dark blue-gray",Distinct,Unknown,Unknown,Unknown,Unknown
Shattuckite,Inosilicate,Pcab,Cu5(SiO3)4(OH)2,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Dark and light blue, turquoise",Commonly spherulitic aggregates of acicular crystals,Unknown,perfect along [010] and [100],uneven,3.5,Dull to silky,Blue,Translucent to opaque,4.1 (rather heavy for a non-metallic mineral),Biaxial (+),"nα= 1.753, nβ= 1.782, nγ= 1.815",Unknown,X = very pale blue; Y = pale blue; Z = deep blue,Unknown,Unknown,Unknown,Unknown
Shigaite,Sulfate mineral,R3[4],NaAl3(Mn2+)6(SO4)2(OH)18·12H2O[1],Unknown,Trigonal,Rhombohedral (3)H-M symbol: (3)[3],Unknown,"Yellow, burnt orange, brown, black[5]",Unknown,On {0001}[5],Perfect on {0001}[5],Unknown,2[5],Vitreousto dull[3],Very pale yellow to white[5],Transparent[3],2.32[4],Uniaxial (−)[3],n = 1.546[4],Unknown,Distinct; O = yellow; E = very pale yellow[5],Unknown,Unknown,Unknown,Unknown
Shortite,Carbonate minerals,Amm2,Na2Ca2(CO3)3,Unknown,Orthorhombic,Pyramidal (mm2)H-M symbol: (mm2),Unknown,Unknown,Unknown,Unknown,"Distinct/good
on {010}",Conchoidal,3,Unknown,Unknown,Transparent,2.6,Biaxial (−),nα= 1.531 nβ= 1.555 nγ= 1.570,0.039,Unknown,Unknown,Unknown,Unknown,Unknown
Siderite,Carbonate mineral,R3c,FeCO3,Unknown,Trigonal,Hexagonal scalenohedral (3m)H-M symbol: (32/m),Unknown,"Pale yellow to tan, grey, brown, green, red, black and sometimes nearly colorless","Tabular crystals, often curved; botryoidal to massive",Lamellar uncommon on{0112},Perfect on {0111},Uneven to conchoidal,3.75–4.25,"Vitreous, may be silky to pearly",White,Translucent to subtranslucent,3.96,Uniaxial (−),nω= 1.875nε= 1.633,δ= 0.242,Unknown,Unknown,Unknown,Unknown,Unknown
Siderophyllite,Phyllosilicateminerals,C2/m,"KFe2+2Al(Al2Si2)O10(F,OH)2",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Blue green, dark brown, black.",Micaceous foliated; pseudohexagonal crystals,Unknown,Perfect basal,Conchoidal,2.5,Vitreous to dull,Greenish gray,Transparent to subopaque,3,Biaxial (-),nα= 1.582 nβ= 1.625 nγ= 1.625,δ = 0.043,Unknown,Unknown,Unknown,Unknown,Unknown
Siderotil,Sulfate minerals,P1,Fe2+SO4·5H2O,Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,"Pale green, yellowish, white","Fibrous to powdery, rarely as acicular crystals",Unknown,Unknown,Unknown,2.5,Vitreous or silky,Unknown,Transparent to translucent,2.1 - 2.2,Biaxial (-),nα= 1.513 - 1.515 nβ= 1.525 - 1.526 nγ= 1.534 - 1.536,δ = 0.021,Unknown,Unknown,Soluble in water,Unknown,Unknown
Siegenite,Sulfide mineralThiospinel groupSpinel structural group,Fd3m (#227),304.3 - 305 g/mol,Unknown,Cubic,m3m,Unknown,"Light to steel-grey, violet-gray (tarnished)","As octahedral crystals, granular, massive",On {111}; polysynthetic,Imperfect on {001},"Irregular to uneven, sub-conchoidal",4.5 - 5.5,Metallic,Grayish black,Opaque,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sillimanite,Nesosilicate,Pbnm,Al2SiO5,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Colourless or white to grey, also brown, yellow, yellow-green, grey-green, blue-green, blue; colourless in thin section","Prismatic crystals, fibrous, acicular",Unknown,{010} perfect,Splintery,7,"Vitreous to subadamantine, silky",White,Transparent to translucent,3.24,Biaxial (+),nα= 1.653 – 1.661 nβ= 1.654 – 1.670 nγ= 1.669 – 1.684,δ = 0.020 – 0.022,Colourless to pale brown to yellow,Unknown,Unknown,Unknown,Unknown
Native silver,Native metal,Fm3m,Ag,Unknown,Isometric(Cubic),Hexoctahedral (m3m)H-M symbol: (4/m32/m),Unknown,"Silver-white on freshly exposed surfaces; readily tarnishes to yellow, brown, dark gray, or black upon exposure to atmospheric hydrogen sulfide (H2S)","Commonly massive, arborescent, dendritic, or as filiform (wire-like) twisted aggregates. Rarely as macroscopic cubes, dodecahedra, or octahedra.","Very common on ⟨111⟩, producing reticulated and complex dendritic arrays",None,Hackly,2.5–3.0,Metallic,Silver-white (shining),Opaque,10.1–11.1 (pure is 10.5; varies with presence of gold or copper),Unknown,Unknown,Unknown,Unknown,"961.78 °C (1,763.20 °F)",Soluble innitric acidand heated concentratedsulfuric acid,Unknown,Exhibits the highest electrical (6.30 × 107S/m) and thermal conductivity of any metal at room temperature.[1]
Simonellite,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Simpsonite,Oxide minerals,P3,813.65 g/mol,Unknown,Trigonal,Pyramidal (3)H-M symbol: (3),Unknown,"White to cream, yellow to yellow-brown when altered","Euhedral, prismatic, striated",Unknown,None,Conchoidal,7–7.5,Vitreous to adamantine,White,Semitransparent,6.7,Uniaxialnegative,nω= 2.045 nε= 2.025,δ = 0.020,Unknown,Unknown,Unknown,Unknown,Blue-whitecathodoluminescenceand yellowfluorescencein SW UV
Sincosite,Vanadate minerals,P42/nnm,CaV2(PO4)2O2. 5H2O,Unknown,Tetragonal,Ditetragonal dipyramidal (4/mmm)H-M symbol: (4/m 2/m 2/m),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 - 2,"Vitreous, Pearly, Sub-Metallic, Dull",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sinkankasite,Phosphate mineral,P1,H2MnAl(PO4)2(OH)·6H2O,Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,Colorless,Unknown,Unknown,Unknown,Unknown,4,Vitreous,Unknown,Transparent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sinoite,Silicate mineral,Cmc21,Si2N2O,Unknown,Orthorhombic,Pyramidal (mm2)H-M symbol: (mm2),Unknown,From colorless to light gray,Unknown,Unknown,None,Unknown,Unknown,Vitreous,White,Transparent to translucent,2.83,Biaxial (-),nα= 1.740nβ= 1.855nγ= 1.855,δ = 0.115,Unknown,Unknown,Unknown,Unknown,Unknown
Skaergaardite,Platinum groupmineral,Pm3m,PdCu,Unknown,Cubic,Hexoctahedral (m3m)H-M symbol: (4/m32/m),Unknown,Steel grey with a bronze tint,"Occurs as droplets, equant grains with rounded outlines, subhedral to euhedral crystals, and as irregular grains that vary in size from 2 to 75 micrometers, averaging 22 micrometers.",Unknown,Unknown,Unknown,4 to 5,Metallic,Black,Opaque,10.64,Isotropic; no discernible internal reflections; color varying from bright creamy white to bright white.,Unknown,Unknown,Non-pleochroic,Unknown,Unknown,Unknown,Typically found in composite microglobules in tholeitic gabbro.
Sklodowskite,Nesosilicate,C2/m,Mg(UO2)2(HSiO4)2·5H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Unknown,Unknown,Perfecton {100},Unknown,2 - 3,Unknown,Yellow,"Transparent, translucent",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Radioactive
Skutterudite,Arsenide mineral,Im3,CoAs3,Unknown,Cubic,Diploidal (m3)H-M symbol: (2/m3),Unknown,"Tin-white to silver-gray, tarnishes gray or iridescent; in polished section, gray, creamy or golden white","Crystals are cubes, octahedra, dodecahedra, rarely prismatic; in skeletal growth forms, distorted aggregates; also massive, granular",On {112} as sixlings and complex shapes,Distinct on {001} and {111}; in traces on {011},Conchoidal to uneven,5.5–6,Metallic,Black,Opaque,6.5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Smithsonite,Carbonate mineral,R3c,ZnCO3,Unknown,Trigonal,Hexagonal scalenohedral (3m)H-M symbol: (32/m),Unknown,"White, grey, yellow, green to apple-green, blue, pink, purple, bluish grey, and brown","Uncommon as crystals, typically botryoidal, reniform, spherulitic; stalactitic, earthy, compact massive",None observed,Perfect on [1011],"Uneven, sub-conchoidal",4.5,"Vitreous, may be pearly",White,Translucent,4.4–4.5,Uniaxial (−),nω= 1.842 – 1.850 nε= 1.619 – 1.623,δ = 0.223 – 0.227,Unknown,Unknown,Unknown,Unknown,Unknown
Sodalite,Tectosilicateminerals,P43n,Na8(Al6Si6O24)Cl2,Unknown,Cubic,Hextetrahedral (43m)H–M symbol: (43m),Unknown,"Rich royal blue, green, yellow, violet, white veining common",Massive; rarely as dodecahedra,Common on {111} forming pseudohexagonal prisms,Poor on {110},Conchoidal to uneven,5.5–6,Dull vitreous to greasy,White,Transparent to translucent,2.27–2.33,Isotropic,n = 1.483 – 1.487,Unknown,Unknown,Unknown,Soluble inhydrochloric acidandnitric acid,Unknown,Unknown
Soddyite,Nesosilicates,F ddd,(UO2)2SiO4·2H2O,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Canary yellow to amber yellow,Unknown,Unknown,"Perfect on {001}, good on {111}",Unknown,3 - 4,"Vitreous, greasy, dull",Yellow,"Transparent, translucent, opaque",Unknown,Biaxial (-),"nα= 1.650 - 1.654, nβ= 1.685, nγ= 1.699 - 1.715",0.049 - 0.061,Unknown,Unknown,Unknown,Unknown,Radioactive
Sonolite,Silicate minerals,P21/b[2],"Mn9(SiO4)4(OH,F)2",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Red-orange, pinkish brown to dark brownColorless in thin section[2]",Unknown,"Common, singular or lamellar on {101}[2]",Unknown,Unknown,5.5,"Vitreous, dull",Unknown,Transparent to translucent[3],Unknown,Biaxial (−),nα= 1.765nβ= 1.778nγ= 1.787,δ = 0.022,Unknown,Unknown,Unknown,Unknown,Unknown
Sperrylite,Arsenide mineralPyrite group,Pa3,PtAs2,Unknown,Isometric,Diploidal (m3)H-M symbol: (2/m3),Unknown,Tin white,"Well-formed finely crystalline, massive to reniform",Unknown,Indistinct on {001},Conchoidal,6–7,Metallic,Black,Unknown,10.58,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Spertiniite,Oxide mineral,Cmc21,97.56 g/mol,Unknown,Orthorhombic,Pyramidal (mm2)H-M symbol: (mm2),Unknown,"Blue, blue-green",Flat tabular crystals occurring in radial to botryoidal aggregates,Unknown,None,Unknown,Soft,Vitreous,Unknown,Transparent,3.93,Biaxial,"nα= 1.720,nβ= n.d.,nγ= > 1.800",Unknown,Strong; X = colorless; Z = dark blue,Unknown,Unknown,Unknown,Decomposes in hot water (synthetic)
Spessartine,NesosilicateGarnet group,Ia3d,Mn2+3Al2(SiO4)3,Unknown,Isometric,Hexoctahedral (m3m)H-M symbol: (4/m32/m),Unknown,Yellow through red,Massive to crystalline,Unknown,None,Sub-conchoidal,6.5 – 7.5,Vitreous,White,Transparent to translucent,"4.19 calculated, 4.12 – 4.32 measured","Isotropic, often anomalous double refractive",1.800,none,Unknown,Unknown,Unknown,Unknown,Unknown
Sphalerite,Sulfide mineral,F43m (No. 216),"(Zn,Fe)S",Unknown,Cubic,Hextetrahedral (43m)H-M symbol: (43m),Unknown,"Light to dark brown, red-brown, yellow, red, green, light blue, black and colourless.",Euhedral crystals – occurs as well-formed crystals showing good external form. Granular – generally occurs as anhedral to subhedral crystals in matrix.,"Simple contact twins or complex lamellar forms, twin axis [111]",perfect dodecahedral on [011],Uneven to conchoidal,3.5–4,"Adamantine, resinous, greasy","brownish white, pale yellow","Transparent to translucent, opaque when iron-rich",3.9–4.2,Isotropic,nα= 2.369,Unknown,Unknown,Unknown,Unknown,Unknown,"non-radioactive, non-magnetic, fluorescent and triboluminescent."
Spherocobaltite,Carbonate mineral,R3c,118.94 g/mol,Unknown,Trigonal,Hexagonal scalenohedral (3m)H-M symbol: (32/m),Unknown,"Most commonly dark magenta red; pink to red, brown, brownish red, grey, greyish red, velvet-black (due to surface alteration)","Encrustations - forms crust-like aggregates on matrix, crystals uncommon: rhombohedral to discoidal",Unknown,Perfect rhomboidal cleavage[2],Unknown,4,Vitreous,Pink,Transparent to translucent,4.13,Uniaxial (–),"nε= 1.600, nω= 1.885",0.285,Dichroic: O = violet-red; E = rose-red,Unknown,Unknown,Unknown,Unknown
Spinel,Oxide mineralsSpinel groupSpinel structural group,F43 m(No. 216),MgAl2O4,Unknown,Cubic,Hextetrahedral (43m)H–M symbol: (43m)[2][3][4],Unknown,"Various: red, pink, blue, lavender / violet, dark green, brown, black, clear",Octahedral or flat triangular plates caused by twinning,common,None,Conchoidal,7.5–8.0,Vitreous,White,Transparent to opaque,"(Depending on the composition) The rare Zn-rich spinel can be as high as 4.40, otherwise it averages from 3.58 to 3.61.",Isotropic,1.719,Unknown,Absent,Unknown,None,Unknown,Weakly to medium magnetic; sometimes fluorescent (natural: sometimes red; synthetic: red)
Spodumene,Inosilicateminerals (single chain),C2/c,"lithiumaluminiumsilicate, LiAl(SiO3)2",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Highly variable: white, colorless, gray, pink, lilac, violet, yellow and green, may be bicolored; emerald green – hiddenite; lilac – kunzite; yellow – triphane","prismatic, generally flattened and elongated, striated parallel to {100}, commonly massive",Common on {100},"Perfect prismatic, two directions {110} ∧ {110} at 87°",Uneven to subconchoidal,6.5–7,"Vitreous, pearly on cleavage",white,Unknown,3.03–3.23,Biaxial (+),nα= 1.648–1.661 nβ= 1.655–1.670 nγ= 1.662–1.679,δ = 0.014–0.018,"Strong in kunzite: α-purple, γ-colorless; hiddenite: α-green, γ-colorless",Unknown,insoluble,Unknown,"Tenebrescence,chatoyancy"
Spurrite,Nesosilicate,P21/a,Ca5(SiO4)2CO3,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Gray, gray white to lilac gray",Massive to granular,Polysynthetic twins on [001] and [101],Distinct on [100],Uneven to splintery,5,vitreous to resinous,White,Transparent to translucent,3,Biaxial (−),nα = 1.640–1.641 nβ = 1.674–1.676 nγ = 1.679–1.681,δ = 0.039–0.040,Unknown,Unknown,Unknown,Unknown,Green cathodoluminescence
Stannite,Sulfide mineral,I42m,Cu2FeSnS4,Unknown,Tetragonal,Scalenohedral (42m)H-M symbol: (42m),Unknown,"Steel-gray to iron-black, may tarnish blue","Rarely as pseudo-octahedral crystals  also massive, granular, and disseminated",Penetration twins on {102},Indistinct on {110} and {001},Uneven,4,Metallic,Black,Opaque,4.3 – 4.5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Stannoidite,Sulfide mineral,I222(No. 23),"Cu6+Cu22+(Fe2+,Zn)3Sn2S12",Unknown,Orthorhombic,Disphenoidal (222)H-M symbol: (2 2 2),Unknown,Brass brown,Uniformly indistinguishable crystals forming large masses,Unknown,None,Conchoidal – uneven,4,Metallic,Brown gray,Opaque,4.29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
